index,y
2023-01-01_ROF,-302.6815972656377
2023-01-01_1EJ,604.3250254588999
2023-01-01_H1M,1831.12173717153
2023-01-01_B9M,133.5412923901127
2023-01-01_1I8,-550.2450266134731
2023-01-01_JP8,1885.9496766083587
2023-01-01_2PZ,3463.2983975353086
2023-01-01_KQC,1106.8303273638867
2023-01-01_Z4A,-549.2351618952808
2023-01-01_CRS,14718.280778275228
2023-01-01_5ZC,582.9380484606033
2023-01-01_5MR,540.8507304815356
2023-01-01_18L,2778.5265461292934
2023-01-01_VAU,830.8033027973265
2023-01-01_1TQ,-727.7732363756181
2023-01-01_745,312.41630980458217
2023-01-01_FBN,60.480689011204106
2023-01-01_K71,1021.028255968326
2023-01-01_WGP,-574.2312966531782
2023-01-01_Z1H,338.50333500077977
2023-01-01_KDO,1912.2258017404486
2023-01-01_YDH,-792.9163549275829
2023-01-01_5KJ,540.8507304815356
2023-01-01_EMR,-14.975486982459325
2023-01-01_003,407.3948424828022
2023-01-01_SYW,-175.43929403309735
2023-01-01_BRP,2728.0179500093423
2023-01-01_YLE,-792.9163549275829
2023-01-01_J4R,120.72554716236114
2023-01-01_KN2,551.4496244001374
2023-01-01_Y5A,2085.4599074672406
2023-01-01_856,-164.3476683497298
2023-01-01_FKG,60.480689011204106
2023-01-01_VA1,-758.5447766115459
2023-01-01_1EX,604.3250254588999
2023-01-01_SAD,-472.10663989245325
2023-01-01_182,-531.8375044381138
2023-01-01_0Y9,-549.3707706947004
2023-01-01_B45,130.10650720458744
2023-01-01_DMX,-9.558641144959763
2023-01-01_A8Q,352.0440600353482
2023-01-01_BHE,-119.31193606603794
2023-01-01_45E,-632.1313882725927
2023-01-01_W7F,116.64224217539756
2023-01-01_XKD,1368.1244288090566
2023-01-01_TVC,847.6588535566909
2023-01-01_FSR,60.480689011204106
2023-01-01_ZXY,938.382236137029
2023-01-01_3XF,567.7092744807424
2023-01-01_VEF,1039.4401630478976
2023-01-01_47F,-273.15043281612543
2023-01-01_495,-273.15043281612543
2023-01-01_HID,164.27340333710617
2023-01-01_43B,-632.1313882725927
2023-01-01_EHY,-14.975486982459325
2023-01-01_VTD,-566.6842454501999
2023-01-01_KA0,-440.7581635272324
2023-01-01_MDL,91.50955155651862
2023-01-01_C4L,2711.8764723953955
2023-01-01_WDG,-694.6472889746971
2023-01-01_TXU,847.6588535566909
2023-01-01_R2F,-133.81737769653182
2023-01-01_GTH,333.6804296573675
2023-01-01_8PU,-164.3476683497298
2023-01-01_AOH,-165.7974248105093
2023-01-01_RM4,-476.9209222776068
2023-01-01_PBR,3560.322706028349
2023-01-01_NWM,-223.07245223788556
2023-01-01_TGR,-68.7005668891062
2023-01-01_969,335.7911443985261
2023-01-01_6A9,-591.3041762338424
2023-01-01_H5M,164.27340333710617
2023-01-01_9IN,1011.7796615989787
2023-01-01_Q70,1325.6215606078658
2023-01-01_VVQ,670.6313101880077
2023-01-01_B8A,133.5412923901127
2023-01-01_V6N,-879.5654754785011
2023-01-01_0YY,-531.8375044381138
2023-01-01_XN6,-452.4638156380319
2023-01-01_PQF,34.676821121827956
2023-01-01_193,2778.5265461292934
2023-01-01_LHY,9342.269611203044
2023-01-01_WQO,899.0482006243124
2023-01-01_WQR,-842.637289206226
2023-01-01_NEB,339.7457279188763
2023-01-01_0WC,-549.3707706947004
2023-01-01_7EJ,312.41630980458217
2023-01-01_YX9,-540.8351695381737
2023-01-01_1VL,1137.4201233862884
2023-01-01_AOW,-457.17876192970925
2023-01-01_1EB,-486.02730052827275
2023-01-01_Q5M,1325.6215606078658
2023-01-01_BI7,-119.31193606603794
2023-01-01_V5L,-879.5654754785011
2023-01-01_0CM,-834.4835066263604
2023-01-01_UCE,1119.5759525038698
2023-01-01_6VM,63.52714554122436
2023-01-01_BC6,133.5412923901127
2023-01-01_KAX,13882.820405029084
2023-01-01_DRI,105.96214661110076
2023-01-01_IAM,-123.14683954524163
2023-01-01_1AA,-376.9711173686502
2023-01-01_A1R,-240.26874095141702
2023-01-01_9P6,-347.6369281551335
2023-01-01_W68,116.64224217539756
2023-01-01_I6E,118.79895376042407
2023-01-01_AGN,352.0440600353482
2023-01-01_JFA,988.7523129141608
2023-01-01_9MC,-347.6369281551335
2023-01-01_NXN,-223.07245223788556
2023-01-01_B34,1007.8971732480261
2023-01-01_0GU,-834.4835066263604
2023-01-01_XM1,2168.417901667597
2023-01-01_BUH,63.63935039491591
2023-01-01_Y1C,2065.369297552201
2023-01-01_294,1311.695572578704
2023-01-01_ZIK,3472.0731484739317
2023-01-01_HZ1,1913.9192841417907
2023-01-01_N6O,-211.76469564655693
2023-01-01_K6N,1116.614983329293
2023-01-01_QTM,1205.3323682389396
2023-01-01_G1F,60.480689011204106
2023-01-01_SSM,-175.43929403309735
2023-01-01_OWM,-748.5645795377266
2023-01-01_H2M,-357.75443203377887
2023-01-01_SZ5,-175.43929403309735
2023-01-01_700,63.52714554122436
2023-01-01_6HE,63.52714554122436
2023-01-01_TMT,2438.384293469172
2023-01-01_VZD,187.48739430465798
2023-01-01_T2H,-67.00148245303524
2023-01-01_19G,-376.9711173686502
2023-01-01_12Q,-531.8375044381138
2023-01-01_APM,-457.17876192970925
2023-01-01_DF2,-9.558641144959763
2023-01-01_BZL,-44.261959815677194
2023-01-01_EVR,-59.63558508911565
2023-01-01_VS0,1836.6672520761354
2023-01-01_MBC,91.50955155651862
2023-01-01_EOE,-14.975486982459325
2023-01-01_I8D,2306.6482895329086
2023-01-01_X3T,-17.03428628309783
2023-01-01_L6F,45.83449755271048
2023-01-01_TFW,-350.0121483621847
2023-01-01_WVV,-842.637289206226
2023-01-01_23N,-235.02065687516046
2023-01-01_4WI,1871.6219119337204
2023-01-01_KO0,551.4496244001374
2023-01-01_0S9,-53.41428357503168
2023-01-01_09U,407.3948424828022
2023-01-01_OM7,-534.4867569544022
2023-01-01_I9U,-123.14683954524163
2023-01-01_RDK,461.9997163044651
2023-01-01_S3E,-472.10663989245325
2023-01-01_SWS,-175.43929403309735
2023-01-01_WDP,-694.6472889746971
2023-01-01_ZII,3455.8443220996332
2023-01-01_W67,1573.6151766317623
2023-01-01_Q62,1325.6215606078658
2023-01-01_ICH,-404.8940408562725
2023-01-01_NZP,1906.1553728441697
2023-01-01_CM6,2982.516500206725
2023-01-01_IJR,120.72554716236114
2023-01-01_AK3,652.2050515591853
2023-01-01_CW1,57.72666074183459
2023-01-01_P8U,366.4164323655089
2023-01-01_KHT,1912.2258017404486
2023-01-01_033,407.3948424828022
2023-01-01_6E0,63.52714554122436
2023-01-01_2EW,2156.54604765308
2023-01-01_9RF,-240.26874095141702
2023-01-01_K75,1021.028255968326
2023-01-01_UAJ,847.6588535566909
2023-01-01_PCE,2557.6801366368163
2023-01-01_OF0,1261.5737103351917
2023-01-01_2UV,4471.619561883943
2023-01-01_PRZ,34.676821121827956
2023-01-01_L15,45.83449755271048
2023-01-01_2YA,4471.619561883943
2023-01-01_214,1137.4201233862884
2023-01-01_4V8,-627.845702187445
2023-01-01_CS1,57.72666074183459
2023-01-01_KY2,1106.8303273638867
2023-01-01_5SM,-65.80608436410373
2023-01-01_3T2,453.65177752653847
2023-01-01_UM6,1119.5759525038698
2023-01-01_WMZ,1809.964291165773
2023-01-01_WO7,899.0482006243124
2023-01-01_VEO,1039.4401630478976
2023-01-01_TCL,389.6776297258245
2023-01-01_AZV,1007.8971732480261
2023-01-01_TV1,847.6588535566909
2023-01-01_BJM,1051.079833530565
2023-01-01_IJC,8894.552405650433
2023-01-01_GIE,60.480689011204106
2023-01-01_NSN,2784.770332498974
2023-01-01_3Y4,-632.1313882725927
2023-01-01_PWO,88.35059724264957
2023-01-01_52H,-76.094206295574
2023-01-01_0ZP,-531.8375044381138
2023-01-01_9IV,-347.6369281551335
2023-01-01_E6L,1257.7057935940409
2023-01-01_CET,4121.201045674366
2023-01-01_O5P,13556.697345310708
2023-01-01_X6B,-17.03428628309783
2023-01-01_M36,9342.269611203044
2023-01-01_6TL,63.52714554122436
2023-01-01_UC4,847.6588535566909
2023-01-01_GMD,6472.478149930033
2023-01-01_PUW,88.35059724264957
2023-01-01_KEC,1912.2258017404486
2023-01-01_ZSR,3472.0731484739317
2023-01-01_4AH,335.21696368776884
2023-01-01_8XN,964.690254361031
2023-01-01_ESA,1176.2884096262367
2023-01-01_HXV,1442.2213129628321
2023-01-01_I8O,2306.6482895329086
2023-01-01_H2L,1831.12173717153
2023-01-01_XL2,1368.1244288090566
2023-01-01_K4X,1391.6069399523094
2023-01-01_REW,1691.7846108824183
2023-01-01_26J,1078.082949412869
2023-01-01_I7J,118.79895376042407
2023-01-01_TO8,847.6588535566909
2023-01-01_ANI,652.2050515591853
2023-01-01_GUQ,1021.8133498658431
2023-01-01_W06,187.48739430465798
2023-01-01_TGW,-68.7005668891062
2023-01-01_BE1,1321.0058418759645
2023-01-01_VMM,1836.6672520761354
2023-01-01_VBL,830.8033027973265
2023-01-01_Z76,241.22829975648523
2023-01-01_QL3,-237.77334715291195
2023-01-01_0TR,-53.41428357503168
2023-01-01_N6I,4432.314124508288
2023-01-01_NEG,339.7457279188763
2023-01-01_48S,-273.15043281612543
2023-01-01_0JU,2405.357721294589
2023-01-01_2T1,2708.1786832097087
2023-01-01_VTE,3330.882836067257
2023-01-01_C5E,2711.8764723953955
2023-01-01_94K,512.2424567712142
2023-01-01_OE1,1261.5737103351917
2023-01-01_V2R,1317.1761469340443
2023-01-01_K2M,1105.1899011618298
2023-01-01_T5V,472.1854821683981
2023-01-01_ARC,354.9194404641582
2023-01-01_X3Q,2661.023643720628
2023-01-01_HN1,-101.24362208370272
2023-01-01_4EG,4335.7481634881815
2023-01-01_WNT,27.635583960883334
2023-01-01_I10,1913.9192841417907
2023-01-01_T16,1185.3940793072013
2023-01-01_PD6,2557.6801366368163
2023-01-01_FTX,60.480689011204106
2023-01-01_MBB,836.1228784777107
2023-01-01_MX8,4432.314124508288
2023-01-01_MPO,222.67189189423053
2023-01-01_4RW,1279.5588053347306
2023-01-01_X2X,2661.023643720628
2023-01-01_RVB,-260.26360501211
2023-01-01_488,-273.15043281612543
2023-01-01_DS2,105.96214661110076
2023-01-01_92P,512.2424567712142
2023-01-01_YJK,-792.9163549275829
2023-01-01_BL1,264.597978538373
2023-01-01_PEA,520.8747614140467
2023-01-01_T29,-67.00148245303524
2023-01-01_56W,3153.7818927230655
2023-01-01_2AC,1311.695572578704
2023-01-01_J52,3516.3028713803324
2023-01-01_KBV,13882.820405029084
2023-01-01_BJ5,1051.079833530565
2023-01-01_VV4,670.6313101880077
2023-01-01_034,407.3948424828022
2023-01-01_4MO,-817.7987340299234
2023-01-01_VTP,3330.882836067257
2023-01-01_RPX,-302.6815972656377
2023-01-01_YAQ,2085.4599074672406
2023-01-01_B5A,3861.392769786111
2023-01-01_CQT,14718.280778275228
2023-01-01_GW7,1349.665610356766
2023-01-01_2SG,2708.1786832097087
2023-01-01_959,335.7911443985261
2023-01-01_XXI,2065.369297552201
2023-01-01_6FB,63.52714554122436
2023-01-01_9LN,-347.6369281551335
2023-01-01_4CZ,4335.7481634881815
2023-01-01_V2P,1317.1761469340443
2023-01-01_N9K,339.7457279188763
2023-01-01_P6E,366.4164323655089
2023-01-01_BDC,1321.0058418759645
2023-01-01_W14,1573.6151766317623
2023-02-01_1J7,3262.0552089879025
2023-02-01_O2O,1724.781780076275
2023-02-01_NZV,1724.781780076275
2023-02-01_8QR,1846.1307402279754
2023-02-01_L58,4021.644868147181
2023-02-01_UMC,2689.803541719205
2023-02-01_FK3,2680.539066876511
2023-02-01_I1K,3320.9006303950605
2023-02-01_KY6,4528.712733873869
2023-02-01_V8D,1836.947107466208
2023-02-01_EK4,2428.09898857054
2023-02-01_357,1583.5144729333833
2023-02-01_O7B,51569.59743955606
2023-02-01_RYX,2548.9953269470716
2023-02-01_TEP,3098.3476969345384
2023-02-01_CUF,2496.3831846916837
2023-02-01_4UY,2698.7778991336177
2023-02-01_EQX,5483.071608955702
2023-02-01_I9K,3197.6427489555717
2023-02-01_FA8,2459.914150787568
2023-02-01_EPD,2428.09898857054
2023-02-01_VML,1868.6100624465669
2023-02-01_GV0,6002.463304696468
2023-02-01_MNO,3482.7787879440507
2023-02-01_5KB,1504.0828658993405
2023-02-01_6WR,2674.6263779495516
2023-02-01_BRZ,2842.7394984827665
2023-02-01_BUY,2842.7394984827665
2023-02-01_C3A,2522.864964403801
2023-02-01_276,5016.996681948444
2023-02-01_IFB,3098.345150288591
2023-02-01_1PW,3262.0552089879025
2023-02-01_6UW,2674.6263779495516
2023-02-01_RR1,3023.6649542032787
2023-02-01_XTG,5539.379667005939
2023-02-01_JXV,5733.761037827824
2023-02-01_OD3,2861.2899271589076
2023-02-01_YTV,2065.801983581331
2023-02-01_Z2T,2258.771453044359
2023-02-01_GOJ,4456.911526878711
2023-02-01_8X9,3981.0150857320714
2023-02-01_R83,4284.411785994798
2023-02-01_XIG,3029.2896364226744
2023-02-01_CSD,2663.6129730843786
2023-02-01_30R,1563.7089400449936
2023-02-01_OOY,2229.950034396371
2023-02-01_JCN,4859.860162356197
2023-02-01_G10,2680.539066876511
2023-02-01_MM6,2994.6101918792688
2023-02-01_NT4,3455.0105194868147
2023-02-01_IOR,4126.634288658971
2023-02-01_J9C,9108.40754789896
2023-02-01_VI4,1868.6100624465669
2023-02-01_8WZ,1846.1307402279754
2023-02-01_FYB,2680.539066876511
2023-02-01_5GK,1504.0828658993405
2023-02-01_QQJ,3299.2719126719776
2023-02-01_E9M,2428.09898857054
2023-02-01_F77,2459.914150787568
2023-02-01_JX6,7076.705156622523
2023-02-01_HW6,6036.727856339652
2023-02-01_30I,1563.7089400449936
2023-02-01_CWQ,2496.3831846916837
2023-02-01_4IM,1988.5174435690158
2023-02-01_59A,1504.0828658993405
2023-02-01_BZ0,2522.864964403801
2023-02-01_5S5,2192.2538939086244
2023-02-01_MK9,3195.2154610897205
2023-02-01_JCW,9469.610904395295
2023-02-01_34L,1563.7089400449936
2023-02-01_EBP,2428.09898857054
2023-02-01_V4D,1836.947107466208
2023-02-01_3KU,1583.5144729333833
2023-02-01_BNR,3674.3261045931754
2023-02-01_VGQ,1868.6100624465669
2023-02-01_B3W,4150.037446009912
2023-02-01_HOX,3404.2658311312744
2023-02-01_9WY,2309.5935172483087
2023-02-01_N7J,3545.1272852607754
2023-02-01_4YU,6074.815036633982
2023-02-01_JD3,9469.610904395295
2023-02-01_RF2,5815.489053515703
2023-02-01_FBH,2680.539066876511
2023-02-01_P4J,3977.4814257147386
2023-02-01_QV8,5027.744437929271
2023-02-01_SH9,16334.958994657853
2023-02-01_DBV,2429.097882804889
2023-02-01_3NQ,1583.5144729333833
2023-02-01_651,3194.0372808689312
2023-02-01_HOC,3404.2658311312744
2023-02-01_3W6,3389.7688921882996
2023-02-01_EIZ,2428.09898857054
2023-02-01_87K,2252.6732902575604
2023-02-01_289,2689.7075829746364
2023-02-01_XRB,2321.132762626137
2023-02-01_BKJ,3674.3261045931754
2023-02-01_T91,4198.871971314854
2023-02-01_NVE,3455.0105194868147
2023-02-01_CJP,14093.129147759983
2023-02-01_5U5,3031.906998211936
2023-02-01_BPW,8564.755078194503
2023-02-01_GKH,2711.6327215738042
2023-02-01_XOK,2321.132762626137
2023-02-01_72S,2503.613810980555
2023-02-01_4PO,20660.096584151055
2023-02-01_5PK,2192.2538939086244
2023-02-01_5WG,3031.906998211936
2023-02-01_J9O,4859.860162356197
2023-02-01_6DU,2674.6263779495516
2023-02-01_MIH,3195.2154610897205
2023-02-01_DSX,5064.830627079535
2023-02-01_F7I,2459.914150787568
2023-02-01_OYD,2015.8722118130463
2023-02-01_P3G,3977.4814257147386
2023-02-01_B3D,7584.38544535477
2023-02-01_B61,14555.614586473735
2023-02-01_8E0,2252.6732902575604
2023-02-01_7NG,2252.6732902575604
2023-02-01_222,3987.1594821577664
2023-02-01_1TE,1760.2623403179862
2023-02-01_CYD,2496.3831846916837
2023-02-01_GN3,59452.096231737625
2023-02-01_11W,1041.5926297303058
2023-02-01_4SH,5160.737291725121
2023-02-01_3NS,1583.5144729333833
2023-02-01_W80,2678.251895186594
2023-02-01_OTS,2015.8722118130463
2023-02-01_25G,3131.0670374228976
2023-02-01_XUL,5539.379667005939
2023-02-01_Z5T,3356.8172197198423
2023-02-01_56P,7753.249603143273
2023-02-01_WIX,6121.926788402063
2023-02-01_TPX,4804.217980647395
2023-02-01_F30,2459.914150787568
2023-02-01_OUG,2015.8722118130463
2023-02-01_APN,2997.665928078755
2023-02-01_WRR,2185.474280762409
2023-02-01_K5Q,5708.9714789712125
2023-02-01_D68,2496.3831846916837
2023-02-01_2P1,7631.060904409726
2023-02-01_B65,3620.7905897117876
2023-02-01_EFN,2428.09898857054
2023-02-01_ROF,2981.2469619497515
2023-02-01_1EJ,3312.824232723255
2023-02-01_H1M,6626.109378270286
2023-02-01_B9M,3428.641089816106
2023-02-01_1I8,1996.084296289628
2023-02-01_JP8,7076.705156622523
2023-02-01_2PZ,10732.704771854176
2023-02-01_KQC,5549.322012006377
2023-02-01_Z4A,2258.771453044359
2023-02-01_CRS,36809.98799731379
2023-02-01_5ZC,3194.0372808689312
2023-02-01_5MR,3151.9499628898634
2023-02-01_18L,7216.305002938779
2023-02-01_VAU,4778.086723182062
2023-02-01_1TQ,1760.2623403179862
2023-02-01_745,2975.3097005361205
2023-02-01_FBN,2680.539066876511
2023-02-01_K71,5676.150742934132
2023-02-01_WGP,2798.667887508113
2023-02-01_Z1H,3342.174904009103
2023-02-01_KDO,7092.006614424621
2023-02-01_YDH,1620.176523320037
2023-02-01_5KJ,3151.9499628898634
2023-02-01_EMR,2428.09898857054
2023-02-01_003,2217.768517025925
2023-02-01_SYW,3276.3781743432714
2023-02-01_BRP,8564.755078194503
2023-02-01_YLE,1620.176523320037
2023-02-01_J4R,4126.634288658971
2023-02-01_KN2,4846.96576287704
2023-02-01_Y5A,7739.562358131548
2023-02-01_856,2252.6732902575604
2023-02-01_FKG,2680.539066876511
2023-02-01_VA1,2068.1650288910887
2023-02-01_1EX,3312.824232723255
2023-02-01_SAD,2548.9953269470716
2023-02-01_182,1041.5926297303058
2023-02-01_0Y9,1024.059363473719
2023-02-01_B45,4150.037446009912
2023-02-01_DMX,2429.097882804889
2023-02-01_A8Q,3076.363417147477
2023-02-01_BHE,2868.3080301477203
2023-02-01_45E,1973.784047436309
2023-02-01_W7F,3683.998380631651
2023-02-01_XKD,5344.500310000607
2023-02-01_TVC,4804.217980647395
2023-02-01_FSR,2680.539066876511
2023-02-01_ZXY,5851.999382950894
2023-02-01_3XF,3389.7688921882996
2023-02-01_VEF,6103.951674386039
2023-02-01_47F,2332.765002892776
2023-02-01_495,2332.765002892776
2023-02-01_HID,3862.92619944641
2023-02-01_43B,1973.784047436309
2023-02-01_EHY,2428.09898857054
2023-02-01_VTD,3242.444090941595
2023-02-01_KA0,3458.301537307598
2023-02-01_MDL,3195.2154610897205
2023-02-01_C4L,8897.6124413247
2023-02-01_WDG,2678.251895186594
2023-02-01_TXU,4804.217980647395
2023-02-01_R2F,3688.5946919938024
2023-02-01_GTH,4456.911526878711
2023-02-01_8PU,2252.6732902575604
2023-02-01_AOH,2391.715443893455
2023-02-01_RM4,2743.072500230458
2023-02-01_PBR,10696.495225481
2023-02-01_NWM,2595.4596243087212
2023-02-01_TGR,3379.659278407617
2023-02-01_969,3170.956289464814
2023-02-01_6A9,2019.7950561744847
2023-02-01_H5M,3862.92619944641
2023-02-01_9IN,3846.9448066652662
2023-02-01_Q70,5300.436359254843
2023-02-01_VVQ,4430.415104070673
2023-02-01_B8A,3428.641089816106
2023-02-01_V6N,1836.947107466208
2023-02-01_0YY,1041.5926297303058
2023-02-01_XN6,2321.132762626137
2023-02-01_PQF,3678.4875829216344
2023-02-01_193,7216.305002938779
2023-02-01_LHY,24841.79384345775
2023-02-01_WQO,6634.018086769603
2023-02-01_WQR,2185.474280762409
2023-02-01_NEB,3545.1272852607754
2023-02-01_0WC,1024.059363473719
2023-02-01_7EJ,2975.3097005361205
2023-02-01_YX9,2065.801983581331
2023-02-01_1VL,4620.424976396209
2023-02-01_AOW,2026.902420961815
2023-02-01_1EB,1988.5995699864272
2023-02-01_Q5M,5300.436359254843
2023-02-01_BI7,2868.3080301477203
2023-02-01_V5L,1836.947107466208
2023-02-01_0CM,838.7038527129755
2023-02-01_UCE,6780.242053857883
2023-02-01_6VM,2674.6263779495516
2023-02-01_BC6,3428.641089816106
2023-02-01_KAX,39254.19480565433
2023-02-01_DRI,2688.0979513187294
2023-02-01_IAM,3626.787164803778
2023-02-01_1AA,2097.6557531460508
2023-02-01_A1R,2309.5935172483087
2023-02-01_9P6,2146.980915590016
2023-02-01_W68,3683.998380631651
2023-02-01_I6E,4209.332395359585
2023-02-01_AGN,3076.363417147477
2023-02-01_JFA,5922.591167943703
2023-02-01_9MC,2146.980915590016
2023-02-01_NXN,2595.4596243087212
2023-02-01_B34,5345.759255298365
2023-02-01_0GU,838.7038527129755
2023-02-01_XM1,7453.981030427056
2023-02-01_BUH,2842.7394984827665
2023-02-01_Y1C,7043.087374207892
2023-02-01_294,4909.540217778327
2023-02-01_ZIK,10183.22784331259
2023-02-01_HZ1,6521.005970680499
2023-02-01_N6O,2976.3376501270805
2023-02-01_K6N,5708.9714789712125
2023-02-01_QTM,5027.744437929271
2023-02-01_G1F,2711.6327215738042
2023-02-01_SSM,3276.3781743432714
2023-02-01_OWM,2015.8722118130463
2023-02-01_H2M,3340.898364075525
2023-02-01_SZ5,3276.3781743432714
2023-02-01_700,2674.6263779495516
2023-02-01_6HE,2674.6263779495516
2023-02-01_TMT,6955.322145380267
2023-02-01_VZD,3947.2711881873242
2023-02-01_T2H,3659.685006693423
2023-02-01_19G,2097.6557531460508
2023-02-01_12Q,1041.5926297303058
2023-02-01_APM,2026.902420961815
2023-02-01_DF2,2429.097882804889
2023-02-01_BZL,2522.864964403801
2023-02-01_EVR,2459.914150787568
2023-02-01_VS0,6920.803328719584
2023-02-01_MBC,3195.2154610897205
2023-02-01_EOE,2428.09898857054
2023-02-01_I8D,10279.54327744148
2023-02-01_X3T,3541.468239559336
2023-02-01_L6F,4021.644868147181
2023-02-01_TFW,3098.3476969345384
2023-02-01_WVV,2185.474280762409
2023-02-01_23N,3131.0670374228976
2023-02-01_4WI,6074.815036633982
2023-02-01_KO0,4846.96576287704
